Date,Series,Open ,High ,Low ,Prev_close,ltp,Close,vwap,52W_L,52W_L,volume,value,no_of_trades
20-Feb-25,EQ,252,260.95,250.25,253.4,260.15,260.25,257.74,340.5,179.1,18922988,4877235462,129451
19-Feb-25,EQ,240.7,254,240.25,244.6,253.25,253.4,250.98,340.5,179.1,21516255,5400086857,159897
18-Feb-25,EQ,249,249.75,240.55,248.5,243.8,244.6,243.67,340.5,179.1,21180375,5160952497,184568
17-Feb-25,EQ,248.95,250,242.6,250.35,249.65,248.5,246.74,340.5,179.1,24947159,6155461324,177073
14-Feb-25,EQ,262.2,264.5,248.2,261.55,250,250.35,253.18,340.5,171.75,25683310,6502498791,231849
13-Feb-25,EQ,259.15,265.5,258.6,259.15,261.15,261.55,262.87,340.5,171.75,18016813,4736073911,145058
12-Feb-25,EQ,264.95,265.75,254,265.05,259.4,259.15,258.88,340.5,171.75,27997028,7247811286,236424
11-Feb-25,EQ,273.8,274,262.75,273.45,264.45,265.05,266.65,340.5,171.75,23839025,6356706477,214280
10-Feb-25,EQ,278.9,282.2,272,277.05,273.9,273.45,276.54,340.5,171.75,21789085,6025473305,183366
07-Feb-25,EQ,280.75,282.3,273.1,279.75,277.3,277.05,276.79,340.5,171.75,26682639,7385602991,202399
06-Feb-25,EQ,288.95,289.95,279,288.95,280.05,279.75,283.64,340.5,171.75,16834939,4775079213,163338
05-Feb-25,EQ,285.65,291.8,285,284.5,288.75,288.95,289.71,340.5,171.75,18818511,5451897090,190973
04-Feb-25,EQ,276,286,275.9,274.15,284.25,284.5,282.46,340.5,171.75,29035155,8201127986,202132
03-Feb-25,EQ,277.85,277.85,263.3,281.8,273.8,274.15,269.28,340.5,171.75,41786023,11252195366,376401
